,image_path,species
10974,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-21 04-24-24.JPG,wolf
10975,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-21 04-24-34.JPG,wolf
10976,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-23 00-53-16.JPG,wild boar
10977,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-23 00-53-24.JPG,wild boar
10978,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-23 00-53-39.JPG,wild boar
10979,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-23 00-54-00.JPG,wild boar
10980,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-23 00-54-11.JPG,wild boar
10981,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 11-50-56.JPG,empty
10982,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 11-51-14.JPG,bird
10983,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-41-39.JPG,red deer
10984,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-42-24.JPG,red deer
10985,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-43-42.JPG,red deer
10986,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-44-10.JPG,red deer
10987,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-44-16.JPG,red deer
10988,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-45-02.JPG,red deer
10989,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 18-46-32.JPG,red deer
10990,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-25 19-46-08.JPG,other
10991,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-26 18-11-52.JPG,roe deer
10992,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-26 18-31-37.JPG,wild boar
10993,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-26 18-31-46.JPG,wild boar
10994,../pictures/18_GRABOWE/R/Wczesna jesień/1/2022-09-26 18-32-04.JPG,wild boar
10995,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-03 16-23-11.JPG,squirrel
10996,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-07 05-45-06.JPG,badger
10997,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-10 08-13-56.JPG,wild boar
10998,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-11 05-19-24.JPG,marten
10999,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-11 10-45-19.JPG,badger
11000,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-12 11-51-02.JPG,marten
11001,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-12 17-35-24.JPG,squirrel
11002,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-12 18-25-55.JPG,squirrel
11003,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-14 05-19-08.JPG,marten
11004,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-14 14-25-48.JPG,squirrel
11005,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-15 09-28-50.JPG,marten
11006,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-15 12-15-40.JPG,other
11007,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-15 21-04-49.JPG,squirrel
11008,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-15 21-39-04.JPG,squirrel
11009,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-16 09-53-49.JPG,marten
11010,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-16 14-51-21.JPG,squirrel
11011,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-16 15-24-06.JPG,squirrel
11012,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-18 07-36-03.JPG,squirrel
11013,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-18 14-45-06.JPG,squirrel
11014,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-18 16-59-52.JPG,squirrel
11015,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-18 18-05-43.JPG,squirrel
11016,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-19 09-40-25.JPG,empty
11017,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-19 09-44-55.JPG,empty
11018,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-19 15-57-22.JPG,marten
11019,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-20 00-49-52.JPG,squirrel
11020,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-21 09-58-53.JPG,badger
11021,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-21 10-50-57.JPG,other
11022,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-22 06-56-14.JPG,wild boar
11023,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-22 18-41-43.JPG,squirrel
11024,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-23 14-51-04.JPG,squirrel
11025,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-24 01-25-49.JPG,squirrel
11026,../pictures/18_GRABOWE/R/Wczesna jesień/2/2020-01-24 02-29-22.JPG,wild boar
11027,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-04 18-44-05.JPG,roe deer
11028,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 00-10-47.JPG,roe deer
11029,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 15-43-43.JPG,fox
11030,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 15-43-50.JPG,fox
11031,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-01.JPG,fallow deer
11032,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-10.JPG,fallow deer
11033,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-19.JPG,fallow deer
11034,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-28.JPG,fallow deer
11035,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-35.JPG,fallow deer
11036,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-43.JPG,fallow deer
11037,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-50.JPG,fallow deer
11038,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-50-57.JPG,fallow deer
11039,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 18-51-07.JPG,fallow deer
11040,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 19-37-57.JPG,roe deer
11041,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-05 19-38-06.JPG,roe deer
11042,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-12-54.JPG,roe deer
11043,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-13-02.JPG,roe deer
11044,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-13-27.JPG,roe deer
11045,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-14-40.JPG,roe deer
11046,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-15-23.JPG,roe deer
11047,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-15-41.JPG,roe deer
11048,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-16-30.JPG,roe deer
11049,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-25-03.JPG,roe deer
11050,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 18-25-20.JPG,roe deer
11051,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-07 19-36-34.JPG,roe deer
11052,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-11 18-09-06.JPG,empty
11053,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 18-52-11.JPG,red deer
11054,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-22-02.JPG,empty
11055,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-26-55.JPG,red deer
11056,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-22.JPG,red deer
11057,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-30.JPG,red deer
11058,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-38.JPG,red deer
11059,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-29-18.JPG,red deer
11060,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-29-38.JPG,red deer
11061,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-30-26.JPG,red deer
11062,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-31-32.JPG,red deer
11063,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-44-17.JPG,red deer
11064,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 17-52-53.JPG,roe deer
11065,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 17-55-53.JPG,roe deer
11066,../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 22-45-47.JPG,red deer
11067,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-30-35.JPG,roe deer
11068,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-30-55.JPG,roe deer
11069,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-31-31.JPG,roe deer
11070,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 02-01-13.JPG,red deer
11071,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 12-44-15.JPG,empty
11072,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 18-58-48.JPG,red deer
11073,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 18-59-55.JPG,red deer
11074,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 07-33-57.JPG,roe deer
11075,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 15-20-19.JPG,red deer
11076,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 20-07-51.JPG,red deer
11077,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 20-12-01.JPG,other
11078,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-23 06-03-55.JPG,wild boar
11079,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-23 06-04-02.JPG,wild boar
11080,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-25 21-35-48.JPG,badger
11081,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-25 21-36-27.JPG,badger
11082,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 06-42-06.JPG,fox
11083,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 21-38-52.JPG,wild boar
11084,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 21-39-00.JPG,empty
11085,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 02-43-31.JPG,roe deer
11086,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 03-00-40.JPG,roe deer
11087,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 03-00-49.JPG,roe deer
11088,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 06-41-20.JPG,roe deer
11089,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 06-41-29.JPG,roe deer
11090,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-06-11.JPG,wild boar
11091,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-06-23.JPG,wild boar
11092,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-30-24.JPG,roe deer
11093,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 23-24-49.JPG,roe deer
11094,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 07-09-27.JPG,roe deer
11095,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 18-16-49.JPG,red deer
11096,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 18-23-58.JPG,wild boar
11097,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-16-37.JPG,fallow deer
11098,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-16-48.JPG,fallow deer
11099,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-06.JPG,fallow deer
11100,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-16.JPG,fallow deer
11101,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-24.JPG,fallow deer
11102,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-55-41.JPG,wild boar
11103,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 20-20-54.JPG,roe deer
11104,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 21-05-13.JPG,empty
11105,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 23-16-32.JPG,roe deer
11106,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-07.JPG,fallow deer
11107,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-17.JPG,fallow deer
11108,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-26.JPG,fallow deer
11109,../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-33.JPG,fallow deer
11110,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 00-17-47.JPG,fox
11111,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 06-55-49.JPG,red deer
11112,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 13-18-19.JPG,red deer
11113,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 13-19-20.JPG,red deer
11114,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-02 13-14-19.JPG,red deer
11115,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-29-53.JPG,fallow deer
11116,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-07.JPG,fallow deer
11117,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-18.JPG,fallow deer
11118,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-48.JPG,fallow deer
11119,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-55.JPG,fallow deer
11120,../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-32-02.JPG,fallow deer
11121,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-21 18-48-47.JPG,red deer
11122,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-21 18-50-37.JPG,red deer
11123,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 02-38-08.JPG,red deer
11124,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 10-47-54.JPG,empty
11125,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 11-23-03.JPG,bird
11126,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 12-48-53.JPG,empty
11127,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 12-49-03.JPG,empty
11128,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 13-54-03.JPG,empty
11129,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-25 07-57-37.JPG,red deer
11130,../pictures/18_GRABOWE/R/Wiosna/2/2023-04-28 09-23-44.JPG,red deer
11131,../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-14-50.JPG,red deer
11132,../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-19-07.JPG,red deer
11133,../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-30-36.JPG,red deer
11134,../pictures/18_GRABOWE/R/Wiosna/3/2023-04-28 05-13-36.JPG,roe deer
11135,../pictures/18_GRABOWE/R/Zima/1/2023-02-26 20-24-34.JPG,red deer
11136,../pictures/18_GRABOWE/R/Zima/1/2023-02-26 20-24-50.JPG,red deer
11137,../pictures/18_GRABOWE/R/Zima/2/2023-02-26 09-10-22.JPG,red deer
11138,../pictures/18_GRABOWE/R/Zima/2/2023-02-26 15-10-53.JPG,red deer
11139,../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-30-54.JPG,red deer
11140,../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-32-35.JPG,red deer
11141,../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-32-51.JPG,red deer
11142,../pictures/18_GRABOWE/R/Zima/2/2023-02-27 09-58-18.JPG,empty
11143,../pictures/18_GRABOWE/R/Zima/2/2023-03-03 22-35-09.JPG,roe deer
11144,../pictures/18_GRABOWE/R/Zima/2/2023-03-07 04-40-53.JPG,empty
11145,../pictures/18_GRABOWE/R/Zima/2/2023-03-08 19-04-01.JPG,roe deer
11146,../pictures/18_GRABOWE/R/Zima/2/2023-03-08 19-04-29.JPG,roe deer
11147,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-04-12.JPG,moose
11148,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-04-58.JPG,moose
11149,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-05-08.JPG,moose
11150,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-05-16.JPG,moose
11151,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-43.JPG,moose
11152,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-51.JPG,moose
11153,../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-58.JPG,moose
11154,../pictures/18_GRABOWE/R/Zima/3/2023-02-25 09-16-43.JPG,roe deer
11155,../pictures/18_GRABOWE/R/Zima/3/2023-02-26 07-43-14.JPG,roe deer
11156,../pictures/18_GRABOWE/R/Zima/3/2023-02-26 15-59-22.JPG,empty
11157,../pictures/18_GRABOWE/R/Zima/3/2023-03-05 22-30-31.JPG,red deer
11158,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 08-48-12.JPG,empty
11159,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 08-48-36.JPG,empty
11160,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 17-34-36.JPG,roe deer
11161,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 17-39-48.JPG,roe deer
11162,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 19-14-55.JPG,red deer
11163,../pictures/18_GRABOWE/R/Zima/3/2023-03-09 19-15-04.JPG,red deer
11164,../pictures/19_PIKULE/B/Lato/1/2023-07-06 15-07-44.JPG,bird
11165,../pictures/19_PIKULE/B/Lato/1/2023-07-10 11-44-22.JPG,bird
11166,../pictures/19_PIKULE/B/Lato/1/2023-07-10 11-44-34.JPG,bird
11167,../pictures/19_PIKULE/B/Lato/1/2023-07-11 10-56-23.JPG,bird
11168,../pictures/19_PIKULE/B/Lato/1/2023-07-11 12-16-29.JPG,bird
11169,../pictures/19_PIKULE/B/Lato/1/2023-07-11 12-16-43.JPG,bird
11170,../pictures/19_PIKULE/B/Lato/1/2023-07-11 19-32-48.JPG,raccoon dog
11171,../pictures/19_PIKULE/B/Lato/1/2023-07-11 19-38-28.JPG,raccoon dog
11172,../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-47-37.JPG,red deer
11173,../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-47-43.JPG,red deer
11174,../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-57-22.JPG,bird
11175,../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-57-30.JPG,bird
11176,../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-59-45.JPG,bird
11177,../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-00-32.JPG,bird
11178,../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-00-46.JPG,bird
11179,../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-01-03.JPG,bird
11180,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-46-56.JPG,moose
11181,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-05.JPG,moose
11182,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-13.JPG,moose
11183,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-21.JPG,moose
11184,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-41.JPG,moose
11185,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-51.JPG,moose
11186,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-04.JPG,moose
11187,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-23.JPG,moose
11188,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-31.JPG,moose
11189,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-38.JPG,moose
11190,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-48.JPG,moose
11191,../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-59.JPG,moose
11192,../pictures/19_PIKULE/B/Lato/1/2023-07-17 05-49-24.JPG,bird
11193,../pictures/19_PIKULE/B/Lato/1/2023-07-17 09-42-18.JPG,bird
11194,../pictures/19_PIKULE/B/Lato/1/2023-07-17 09-47-58.JPG,bird
11195,../pictures/19_PIKULE/B/Lato/2/2023-07-10 04-41-00.JPG,moose
11196,../pictures/19_PIKULE/B/Lato/2/2023-07-15 09-57-19.JPG,moose
11197,../pictures/19_PIKULE/B/Lato/2/2023-07-16 01-15-57.JPG,marten
11198,../pictures/19_PIKULE/B/Lato/3/2023-07-05 08-06-52.JPG,raccoon dog
11199,../pictures/19_PIKULE/B/Lato/3/2023-07-05 08-07-38.JPG,raccoon dog
11200,../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-25.JPG,empty
11201,../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-34.JPG,empty
11202,../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-45.JPG,empty
11203,../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-51.JPG,empty
11204,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-20-46.JPG,moose
11205,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-21-48.JPG,moose
11206,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-23-12.JPG,moose
11207,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-04 10-55-22.JPG,empty
11208,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-04 14-41-11.JPG,other
11209,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-07 03-05-57.JPG,red deer
11210,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-13 16-23-29.JPG,roe deer
11211,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-13 16-29-17.JPG,roe deer
11212,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-20 15-19-47.JPG,roe deer
11213,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-21 11-31-19.JPG,roe deer
11214,../pictures/19_PIKULE/B/Późna jesień/1/2022-12-27 21-51-25.JPG,roe deer
11215,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-18-32.JPG,roe deer
11216,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-20-00.JPG,roe deer
11217,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-20-26.JPG,roe deer
11218,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-21-06.JPG,roe deer
11219,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-04 14-27-56.JPG,fox
11220,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-42-32.JPG,other
11221,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-42-49.JPG,other
11222,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-43-01.JPG,other
11223,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-16 15-19-38.JPG,roe deer
11224,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-16 15-19-48.JPG,roe deer
11225,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-17 12-01-31.JPG,roe deer
11226,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-19 01-50-08.JPG,roe deer
11227,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-19 14-01-18.JPG,roe deer
11228,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-20 04-16-03.JPG,fox
11229,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-20 18-30-42.JPG,fox
11230,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-21 16-25-06.JPG,roe deer
11231,../pictures/19_PIKULE/B/Późna jesień/2/2022-12-23 13-30-10.JPG,roe deer
11232,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-02 16-23-34.JPG,moose
11233,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-02 16-23-41.JPG,moose
11234,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-03 04-00-38.JPG,moose
11235,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-03 14-05-31.JPG,red deer
11236,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 14-51-09.JPG,roe deer
11237,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 14-53-04.JPG,roe deer
11238,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 16-40-58.JPG,roe deer
11239,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-22 08-12-35.JPG,roe deer
11240,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-26 06-48-47.JPG,roe deer
11241,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-26 12-30-57.JPG,roe deer
11242,../pictures/19_PIKULE/B/Późna jesień/3/2022-12-27 09-17-12.JPG,red deer
11243,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 22-50-12.JPG,beaver
11244,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 23-29-52.JPG,beaver
11245,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 23-51-27.JPG,beaver
11246,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 23-53-35.JPG,beaver
11247,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 00-04-39.JPG,beaver
11248,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 00-18-46.JPG,beaver
11249,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 02-33-18.JPG,beaver
11250,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 02-41-23.JPG,beaver
11251,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 02-51-37.JPG,beaver
11252,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 03-51-27.JPG,beaver
11253,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 04-01-01.JPG,beaver
11254,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 04-07-45.JPG,beaver
11255,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 04-12-56.JPG,beaver
11256,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 04-15-34.JPG,beaver
11257,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 05-34-28.JPG,beaver
11258,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 05-37-56.JPG,beaver
11259,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 21-55-12.JPG,beaver
11260,../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-04 22-00-26.JPG,beaver
