,image_path,bbox,category,count,empty
11055,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-26-55.JPG,[     3456.1      1049.1      4340.6      1665.4],1.0,1.0,False
11056,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-22.JPG,[     2599.3      1382.4      3530.2      2836.4],1.0,1.0,False
11057,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-30.JPG,[     2767.6      1322.9      3771.3      2691.4],1.0,1.0,False
11058,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-28-38.JPG,[     2663.3      976.77      3525.7      2947.8],1.0,1.0,False
11059,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-29-18.JPG,[     1009.1      1345.2      3056.4      3182.2],1.0,1.0,False
11060,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-29-38.JPG,[     1769.3      828.36      3123.1      3158.2],1.0,1.0,False
11061,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-30-26.JPG,[     623.87      1169.5      2142.2      3082.2],1.0,1.0,False
11062,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-31-32.JPG,[       2787      1364.3      3887.2      2444.7],1.0,1.0,False
11063,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-15 19-44-17.JPG,[          0      1586.9      2274.3      3498.5],1.0,1.0,False
11064,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 17-52-53.JPG,[     3466.1      1290.9      3803.4      1641.5],1.0,1.0,False
11065,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 17-55-53.JPG,[          0           0           0           0],0.0,0.0,True
11066,../../pictures/18_GRABOWE/R/Wczesna jesień/3/2022-09-19 22-45-47.JPG,[     2581.2      955.76      3062.5      1299.9],1.0,1.0,False
11067,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-30-35.JPG,[     3193.9      1154.4      3781.6      1637.4],1.0,2.0,False
11068,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-30-55.JPG,[       1070      1470.5      1553.5      2382.5],1.0,2.0,False
11069,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-18 18-31-31.JPG,[     3559.1      2655.4      5361.1      3507.1],1.0,2.0,False
11070,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 02-01-13.JPG,[     5356.3      1044.6        5702      1516.4],1.0,1.0,False
11071,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 12-44-15.JPG,[     4114.5      1426.8      4473.7      1666.9],1.0,1.0,False
11072,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 18-58-48.JPG,[     2251.6      855.04        3084      1537.9],1.0,1.0,False
11073,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-21 18-59-55.JPG,[    0.21404      1323.9      205.29      2129.6],1.0,1.0,False
11074,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 07-33-57.JPG,[     3309.9      1314.8      3575.1      1508.1],1.0,1.0,False
11075,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 15-20-19.JPG,[       3087      1242.5      3613.3      1503.2],1.0,2.0,False
11076,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 20-07-51.JPG,[     2869.5      895.71      3636.1      1517.5],1.0,1.0,False
11077,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-22 20-12-01.JPG,[          0           0           0           0],0.0,0.0,True
11078,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-23 06-03-55.JPG,[     4795.3      878.03      6161.4      1968.3],1.0,1.0,False
11079,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-23 06-04-02.JPG,[          0        1624      507.86      2650.1],1.0,1.0,False
11080,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-25 21-35-48.JPG,[     5085.2      1493.7      5827.4      1880.9],1.0,1.0,False
11081,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-25 21-36-27.JPG,[     5699.5      1410.5        6528      1852.4],1.0,2.0,False
11082,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 06-42-06.JPG,[     5262.4      1272.7      5910.5      1580.4],1.0,1.0,False
11083,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 21-38-52.JPG,[     3533.2      1135.3      3958.5      1503.8],1.0,1.0,False
11084,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-26 21-39-00.JPG,[          0           0           0           0],0.0,0.0,True
11085,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 02-43-31.JPG,[     5188.7      1047.9      5758.1      1509.8],1.0,1.0,False
11086,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 03-00-40.JPG,[     1462.5      1170.5      2297.6      1863.4],1.0,1.0,False
11087,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 03-00-49.JPG,[     504.48      1392.2      1154.2      1872.4],1.0,1.0,False
11088,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 06-41-20.JPG,[     6052.3      1283.7        6528      2714.9],1.0,1.0,False
11089,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 06-41-29.JPG,[     5984.4      1305.2        6528      2719.3],1.0,1.0,False
11090,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-06-11.JPG,[     4438.4      1115.1      5022.4      1523.8],1.0,1.0,False
11091,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-06-23.JPG,[     463.51      1146.5       853.7        1408],1.0,1.0,False
11092,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 09-30-24.JPG,[     2271.3      1131.1      2921.4      1789.3],1.0,1.0,False
11093,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-27 23-24-49.JPG,[     2466.7      1266.1      2944.2      1481.5],1.0,1.0,False
11094,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 07-09-27.JPG,[     2424.2      1018.6      3233.2      1705.7],1.0,1.0,False
11095,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 18-16-49.JPG,[     3355.6      896.21      3729.6      1629.8],1.0,1.0,False
11096,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 18-23-58.JPG,[     2858.2      1456.8      3194.3      1651.1],1.0,1.0,False
11097,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-16-37.JPG,[     3309.2        1030      4220.4      1750.6],1.0,1.0,False
11098,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-16-48.JPG,[     855.76      1285.1      2189.8      2365.2],1.0,2.0,False
11099,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-06.JPG,[     623.19      1044.1      1239.5      1617.9],1.0,1.0,False
11100,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-16.JPG,[   0.072321      1511.8      442.08      2265.6],1.0,1.0,False
11101,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-17-24.JPG,[     426.86      1384.3      892.52      2347.4],1.0,1.0,False
11102,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 19-55-41.JPG,[     3294.9      1149.8      3972.7      1508.1],1.0,1.0,False
11103,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 20-20-54.JPG,[     5168.8      1040.6      6194.3      1840.5],1.0,1.0,False
11104,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 21-05-13.JPG,[          0           0           0           0],0.0,0.0,True
11105,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-28 23-16-32.JPG,[     2406.8      1121.1      2895.1      1485.9],1.0,1.0,False
11106,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-07.JPG,[     4937.1      858.49      6191.1      1908.9],1.0,1.0,False
11107,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-17.JPG,[       2929      861.51      3655.8      1718.7],1.0,1.0,False
11108,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-26.JPG,[     2601.1      923.66      3350.6      1600.1],1.0,1.0,False
11109,../../pictures/18_GRABOWE/R/Wiosna/1/2023-04-30 13-22-33.JPG,[     5991.1      897.34      6526.6      1639.8],1.0,2.0,False
11110,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 00-17-47.JPG,[     2424.1      1302.3      2952.7      1513.7],1.0,1.0,False
11111,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 06-55-49.JPG,[     3449.9      1068.6      4039.3      1504.6],1.0,1.0,False
11112,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 13-18-19.JPG,[     2963.5      1180.3      3549.1        1534],1.0,1.0,False
11113,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-01 13-19-20.JPG,[     699.35      1249.2      1279.5      1585.8],1.0,1.0,False
11114,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-02 13-14-19.JPG,[     3246.9      1059.4      3619.6      1526.8],1.0,3.0,False
11115,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-29-53.JPG,[     1207.1      1097.8      1769.9      1508.8],1.0,1.0,False
11116,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-07.JPG,[     3693.4      1068.9      4272.9      1674.9],1.0,1.0,False
11117,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-18.JPG,[     3177.4      1058.5      3637.2      1732.8],1.0,1.0,False
11118,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-48.JPG,[     3660.7      1049.7      4370.6      1798.2],1.0,1.0,False
11119,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-31-55.JPG,[     4402.4      643.06        5200      2132.2],1.0,1.0,False
11120,../../pictures/18_GRABOWE/R/Wiosna/1/2023-05-03 06-32-02.JPG,[     4450.4      1044.7      5151.4      2132.4],1.0,1.0,False
11121,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-21 18-48-47.JPG,[     2205.1      1758.2      3536.5      3095.3],1.0,1.0,False
11122,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-21 18-50-37.JPG,[     5047.5      1809.5      6506.6      3041.6],1.0,1.0,False
11123,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 02-38-08.JPG,[     3005.6      1809.9      4222.7      2809.7],1.0,2.0,False
11124,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 10-47-54.JPG,[          0           0           0           0],0.0,0.0,True
11125,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 11-23-03.JPG,[     6042.6      686.33      6527.6        1296],1.0,1.0,False
11126,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 12-48-53.JPG,[       5419      1838.6      5841.4      2704.7],2.0,0.0,False
11127,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 12-49-03.JPG,[     774.87      1673.2      1200.3      2462.5],2.0,0.0,False
11128,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-23 13-54-03.JPG,[     1174.3      1733.2      1487.8      2517.5],2.0,0.0,False
11129,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-25 07-57-37.JPG,[     2172.4      1758.7      3009.8        2724],1.0,1.0,False
11130,../../pictures/18_GRABOWE/R/Wiosna/2/2023-04-28 09-23-44.JPG,[     5222.4      1966.3        6528      3055.8],1.0,1.0,False
11131,../../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-14-50.JPG,[     2741.5      1449.6      3145.7        1932],1.0,3.0,False
11132,../../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-19-07.JPG,[     5631.4      1587.8        6528      3454.3],1.0,3.0,False
11133,../../pictures/18_GRABOWE/R/Wiosna/3/2023-04-25 10-30-36.JPG,[     857.68      1535.7      2430.3      2962.2],1.0,2.0,False
11134,../../pictures/18_GRABOWE/R/Wiosna/3/2023-04-28 05-13-36.JPG,[     579.49        1917      1055.1      2352.9],1.0,1.0,False
11135,../../pictures/18_GRABOWE/R/Zima/1/2023-02-26 20-24-34.JPG,[     4956.4      541.44      5877.6      1695.5],1.0,1.0,False
11136,../../pictures/18_GRABOWE/R/Zima/1/2023-02-26 20-24-50.JPG,[     5189.6      629.93      5955.2      1661.7],1.0,1.0,False
11137,../../pictures/18_GRABOWE/R/Zima/2/2023-02-26 09-10-22.JPG,[     492.15      120.05      3064.1      3502.1],1.0,12.0,False
11138,../../pictures/18_GRABOWE/R/Zima/2/2023-02-26 15-10-53.JPG,[     3197.5      466.71        5115      1651.1],1.0,2.0,False
11139,../../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-30-54.JPG,[     3671.1      1052.4      5433.6      2993.3],1.0,1.0,False
11140,../../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-32-35.JPG,[     3275.9      841.79      4836.6      2595.9],1.0,2.0,False
11141,../../pictures/18_GRABOWE/R/Zima/2/2023-02-27 04-32-51.JPG,[     2624.6      603.23      3492.3        2045],1.0,2.0,False
11142,../../pictures/18_GRABOWE/R/Zima/2/2023-02-27 09-58-18.JPG,[          0           0           0           0],0.0,0.0,True
11143,../../pictures/18_GRABOWE/R/Zima/2/2023-03-03 22-35-09.JPG,[     5934.2      1731.7        6528      2918.7],1.0,1.0,False
11144,../../pictures/18_GRABOWE/R/Zima/2/2023-03-07 04-40-53.JPG,[          0           0           0           0],0.0,0.0,True
11145,../../pictures/18_GRABOWE/R/Zima/2/2023-03-08 19-04-01.JPG,[      302.6      689.24      1389.5      1928.8],1.0,1.0,False
11146,../../pictures/18_GRABOWE/R/Zima/2/2023-03-08 19-04-29.JPG,[      396.4      850.83      1575.2      1929.1],1.0,1.0,False
11147,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-04-12.JPG,[     5406.3      306.68        6528      2591.8],1.0,1.0,False
11148,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-04-58.JPG,[     5403.1      498.09        6528      3293.3],1.0,1.0,False
11149,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-05-08.JPG,[     1313.2      2482.3      2507.2      3505.6],1.0,2.0,False
11150,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-05-16.JPG,[     2791.2      2617.4        3994      3504.5],1.0,1.0,False
11151,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-43.JPG,[          0           0           0           0],0.0,0.0,True
11152,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-51.JPG,[          0      561.22      6276.3      3501.6],1.0,1.0,False
11153,../../pictures/18_GRABOWE/R/Zima/2/2023-03-11 18-08-58.JPG,[          0           0           0           0],0.0,0.0,True
11154,../../pictures/18_GRABOWE/R/Zima/3/2023-02-25 09-16-43.JPG,[     5225.6      1625.6      5810.4      1969.8],1.0,1.0,False
11155,../../pictures/18_GRABOWE/R/Zima/3/2023-02-26 07-43-14.JPG,[     2747.4      2131.4      3310.9      2778.8],1.0,2.0,False
11156,../../pictures/18_GRABOWE/R/Zima/3/2023-02-26 15-59-22.JPG,[          0           0           0           0],0.0,0.0,True
11157,../../pictures/18_GRABOWE/R/Zima/3/2023-03-05 22-30-31.JPG,[     5899.7      1310.2      6462.5      2433.5],1.0,1.0,False
11158,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 08-48-12.JPG,[     5638.5      1097.9      6450.5      3507.6],2.0,0.0,False
11159,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 08-48-36.JPG,[       3157      1232.4      3551.8      2113.4],2.0,0.0,False
11160,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 17-34-36.JPG,[     5089.1      1794.5      5477.1      2716.8],1.0,1.0,False
11161,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 17-39-48.JPG,[     1777.3      2221.2      2566.7        2880],1.0,2.0,False
11162,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 19-14-55.JPG,[       4832      1406.3        6528      3504.5],1.0,2.0,False
11163,../../pictures/18_GRABOWE/R/Zima/3/2023-03-09 19-15-04.JPG,[       4837      1346.2        6528      3503.9],1.0,1.0,False
11164,../../pictures/19_PIKULE/B/Lato/1/2023-07-06 15-07-44.JPG,[     5835.9        1169      6288.9      1439.7],1.0,1.0,False
11165,../../pictures/19_PIKULE/B/Lato/1/2023-07-10 11-44-22.JPG,[          0           0           0           0],0.0,0.0,True
11166,../../pictures/19_PIKULE/B/Lato/1/2023-07-10 11-44-34.JPG,[     3749.1        2062      4012.8      2395.9],1.0,2.0,False
11167,../../pictures/19_PIKULE/B/Lato/1/2023-07-11 10-56-23.JPG,[          0           0           0           0],0.0,0.0,True
11168,../../pictures/19_PIKULE/B/Lato/1/2023-07-11 12-16-29.JPG,[          0           0           0           0],0.0,0.0,True
11169,../../pictures/19_PIKULE/B/Lato/1/2023-07-11 12-16-43.JPG,[          0           0           0           0],0.0,0.0,True
11170,../../pictures/19_PIKULE/B/Lato/1/2023-07-11 19-32-48.JPG,[     5026.6        1137      5433.1      1372.7],1.0,1.0,False
11171,../../pictures/19_PIKULE/B/Lato/1/2023-07-11 19-38-28.JPG,[     5562.2      1171.9      5958.4      1374.3],1.0,1.0,False
11172,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-47-37.JPG,[     5653.9      1592.5        6528      3501.9],1.0,1.0,False
11173,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-47-43.JPG,[     413.56      977.55      4284.7      3132.5],1.0,1.0,False
11174,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-57-22.JPG,[     5457.2      1875.4      5876.2      2153.2],1.0,1.0,False
11175,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-57-30.JPG,[     3350.9      1665.3      3812.5      1911.9],1.0,1.0,False
11176,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 10-59-45.JPG,[     3399.7      1963.9      3871.6      2185.7],1.0,1.0,False
11177,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-00-32.JPG,[     2410.3        1870      2940.4      2108.2],1.0,1.0,False
11178,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-00-46.JPG,[     1645.3      3223.5      2773.7      3499.1],1.0,3.0,False
11179,../../pictures/19_PIKULE/B/Lato/1/2023-07-14 11-01-03.JPG,[          0           0           0           0],0.0,0.0,True
11180,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-46-56.JPG,[    0.61633      706.57      1382.4      1952.2],1.0,2.0,False
11181,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-05.JPG,[    0.63221       718.6      1395.6      1948.5],1.0,2.0,False
11182,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-13.JPG,[          0      735.63      1518.8      1935.4],1.0,2.0,False
11183,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-21.JPG,[     1496.1       615.8      2955.5      1469.2],1.0,2.0,False
11184,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-41.JPG,[     0.3422       726.4        1407      1944.1],1.0,3.0,False
11185,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-47-51.JPG,[   0.007782      664.18      1517.7      1853.6],1.0,2.0,False
11186,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-04.JPG,[     1586.3      706.41      2840.8        1475],1.0,2.0,False
11187,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-23.JPG,[     634.39      642.66      2079.6      1686.5],1.0,2.0,False
11188,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-31.JPG,[     807.74      717.36      1412.8      1511.4],1.0,2.0,False
11189,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-38.JPG,[     1573.1      728.46        2358      1513.7],1.0,2.0,False
11190,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-48.JPG,[     314.25      692.04      1230.8      1493.8],1.0,2.0,False
11191,../../pictures/19_PIKULE/B/Lato/1/2023-07-15 09-49-59.JPG,[     310.31      594.15      906.81      1435.9],1.0,3.0,False
11192,../../pictures/19_PIKULE/B/Lato/1/2023-07-17 05-49-24.JPG,[     5468.7      1386.4      6461.3      2283.7],1.0,1.0,False
11193,../../pictures/19_PIKULE/B/Lato/1/2023-07-17 09-42-18.JPG,[     5014.3      711.29      5361.3      1220.2],1.0,1.0,False
11194,../../pictures/19_PIKULE/B/Lato/1/2023-07-17 09-47-58.JPG,[          0           0           0           0],0.0,0.0,True
11195,../../pictures/19_PIKULE/B/Lato/2/2023-07-10 04-41-00.JPG,[     0.0854        1095       357.7      1359.3],1.0,1.0,False
11196,../../pictures/19_PIKULE/B/Lato/2/2023-07-15 09-57-19.JPG,[          0           0           0           0],0.0,0.0,True
11197,../../pictures/19_PIKULE/B/Lato/2/2023-07-16 01-15-57.JPG,[          0           0           0           0],0.0,0.0,True
11198,../../pictures/19_PIKULE/B/Lato/3/2023-07-05 08-06-52.JPG,[     2618.3      1449.8      3214.3        1769],1.0,1.0,False
11199,../../pictures/19_PIKULE/B/Lato/3/2023-07-05 08-07-38.JPG,[          0           0           0           0],0.0,0.0,True
11200,../../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-25.JPG,[     5257.7      658.76      5637.2      1483.2],2.0,0.0,False
11201,../../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-34.JPG,[     5503.2      618.15      5867.6      2077.6],2.0,0.0,False
11202,../../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-45.JPG,[     2808.3      194.07      3707.4      3024.7],2.0,0.0,False
11203,../../pictures/19_PIKULE/B/Lato/3/2023-07-08 06-14-51.JPG,[    0.38204           0      2049.6      3486.9],2.0,0.0,False
11204,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-20-46.JPG,[          0           0           0           0],0.0,0.0,True
11205,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-21-48.JPG,[     3205.5      177.24        4516      1315.9],1.0,1.0,False
11206,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-02 16-23-12.JPG,[     2530.1       362.6        3669      1349.8],1.0,1.0,False
11207,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-04 10-55-22.JPG,[     3795.6      26.294        4608      2102.8],2.0,0.0,False
11208,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-04 14-41-11.JPG,[          0           0           0           0],0.0,0.0,True
11209,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-07 03-05-57.JPG,[     2233.1      1325.6      2810.3      1983.5],1.0,1.0,False
11210,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-13 16-23-29.JPG,[       3743      1273.4        4608      2419.5],1.0,1.0,False
11211,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-13 16-29-17.JPG,[     3446.9      1245.6        4608      2473.1],1.0,1.0,False
11212,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-20 15-19-47.JPG,[     2206.7      1101.4      2463.2      1252.8],1.0,1.0,False
11213,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-21 11-31-19.JPG,[     2137.2      1080.4      2490.9        1257],1.0,1.0,False
11214,../../pictures/19_PIKULE/B/Późna jesień/1/2022-12-27 21-51-25.JPG,[     2131.4      1120.1      2502.6      1400.8],1.0,1.0,False
11215,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-18-32.JPG,[     3497.9        1878        4053      2238.6],1.0,1.0,False
11216,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-20-00.JPG,[     2690.6      1743.4      3971.7      3036.5],1.0,1.0,False
11217,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-20-26.JPG,[     291.58        1557        2209        3107],1.0,1.0,False
11218,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-01 15-21-06.JPG,[    0.90862      1409.7      887.51      3249.3],1.0,1.0,False
11219,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-04 14-27-56.JPG,[          0      1893.8      606.38        2187],1.0,1.0,False
11220,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-42-32.JPG,[          0           0           0           0],0.0,0.0,True
11221,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-42-49.JPG,[          0           0           0           0],0.0,0.0,True
11222,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-13 18-43-01.JPG,[          0           0           0           0],0.0,0.0,True
11223,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-16 15-19-38.JPG,[     3243.8      1756.5      4499.2      2688.2],1.0,1.0,False
11224,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-16 15-19-48.JPG,[     5855.1      1983.9        6528      2880.5],1.0,1.0,False
11225,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-17 12-01-31.JPG,[     2995.7      1808.8      4053.8      2507.4],1.0,1.0,False
11226,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-19 01-50-08.JPG,[          0           0           0           0],0.0,0.0,True
11227,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-19 14-01-18.JPG,[     2005.8      1599.5      2992.6      2459.5],1.0,1.0,False
11228,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-20 04-16-03.JPG,[     2230.1      2059.2      3353.2      2693.9],1.0,1.0,False
11229,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-20 18-30-42.JPG,[      401.5      1882.4       890.8      2190.1],1.0,1.0,False
11230,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-21 16-25-06.JPG,[     5703.4      1990.4        6528      3056.1],1.0,1.0,False
11231,../../pictures/19_PIKULE/B/Późna jesień/2/2022-12-23 13-30-10.JPG,[     4487.7      1886.7      6178.6      3162.8],1.0,1.0,False
11232,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-02 16-23-34.JPG,[     2798.2      1133.3      3887.9      1832.2],1.0,1.0,False
11233,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-02 16-23-41.JPG,[     5147.3      1102.6      6094.6      1861.1],1.0,1.0,False
11234,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-03 04-00-38.JPG,[          0           0           0           0],0.0,0.0,True
11235,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-03 14-05-31.JPG,[    0.63786        1280      594.52      2011.1],1.0,3.0,False
11236,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 14-51-09.JPG,[     3462.7      1900.8      4422.7      2587.7],1.0,1.0,False
11237,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 14-53-04.JPG,[     2940.4      1728.4      3498.5      2132.7],1.0,1.0,False
11238,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-21 16-40-58.JPG,[          0           0           0           0],0.0,0.0,True
11239,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-22 08-12-35.JPG,[     3546.9      1799.4      4499.4      2385.5],1.0,1.0,False
11240,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-26 06-48-47.JPG,[          0           0           0           0],0.0,0.0,True
11241,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-26 12-30-57.JPG,[       1894      1798.3      2408.9        2271],1.0,1.0,False
11242,../../pictures/19_PIKULE/B/Późna jesień/3/2022-12-27 09-17-12.JPG,[     2976.5      1457.4      3765.6      2394.2],1.0,1.0,False
11243,../../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 22-50-12.JPG,[          0           0           0           0],0.0,0.0,True
11244,../../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 23-29-52.JPG,[          0           0           0           0],0.0,0.0,True
11245,../../pictures/19_PIKULE/B/Wczesna jesień/1/2022-10-03 23-51-27.JPG,[          0           0           0           0],0.0,0.0,True
